text,label,label_name
It’s been a blissful 2.5 hours of sleep tonight,sarcastic,1
"Doggo owners have started walking the dogs around the technology park I work on &amp; I can see them all from my desk. 

This is the only positive of working from the office",not-sarcastic,0
@HerbMessiah hello I have a question can u help me out,not-sarcastic,0
woke up to my dog sneezing on my face. How’s your day going so far?,not-sarcastic,0
I’m getting the vaccine on Wednesday 😭😭😭,not-sarcastic,0
wish i knew how to play hockey :///,not-sarcastic,0
"@EASPORTSUFC @dc_mma @Thebeast_ufc why is Derrick Lewis not on the top fighters list? Andre Bishop and Anthony Johnson are, and Lewis would kill them! PLEASE FIX THIS",not-sarcastic,0
all i do is kiss my kitty on the forehead and tell her how much i love her,not-sarcastic,0
"i hope lucas lallemant is smiling rn, just sayin",not-sarcastic,0
I watched the first two episodes of American Horror Stories and holy shit it was so bad,not-sarcastic,0
My adventure this week was going to a park and staring at a man trying to figure out if he was a statue or not. He was standing under a gazebo with all matching green on but I never saw him move but his hair looked real. Can you die standing up?,not-sarcastic,0
@funder Great! Tells the truth even when it’s not pleasant. I love how honest he is and tells the American people everything they need to know.,not-sarcastic,0
"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???",not-sarcastic,0
To be honest- I’d sell my soul if it meant my dog could live forever 💕🥺,not-sarcastic,0
i genuinely can’t believe that red velvet are finally back after like two years i don’t know how it’s been that long,not-sarcastic,0
i just want someone who would still love me even IF I grew that bad moustache,not-sarcastic,0
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",sarcastic,1
super duper grateful to everyone i have in my life 🥰,not-sarcastic,0
Just realized I don’t have more than 3 full weeks in a row at work the rest of the year. 💁🏼‍♀️,not-sarcastic,0
The problem with buying Christmas presents is that I want to keep so many of them 😍🎁🎄🎅🏼,not-sarcastic,0
people who advocate for an edit button haven’t really thought about how disastrous that would be,not-sarcastic,0
"#DominicCummings Sack him. Or better yet, charge him.",not-sarcastic,0
i have gone this entire morning thinking it was tuesday,not-sarcastic,0
"AD | The ease of putting up and taking down the awning along with the extra space and the children wanting to sleep in it really did make all the difference.
Read the full article: Olpro Cocoon Breeze inflatable drive away campervan awning review [AD]
▸ https://t.co/OsUyfI74Gj https://t.co/2hjXefaTmr",not-sarcastic,0
Just found out crossfire is still huge and there's a console ver coming out soonish. Best bed time story I've ever heard,not-sarcastic,0
I need the weekends to stop being like 20 minutes long.,not-sarcastic,0
"not really too fussed about clubs, just wanna be able to book my driving test lol",not-sarcastic,0
"Fly 👏 the 👏 L 👏 

#ThisIsMyCrew",not-sarcastic,0
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",sarcastic,1
Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,sarcastic,1
why was suite life on deck not called zack and cody on a boaty??? missed opportunity,not-sarcastic,0
i would kill a man for a forehead kiss rn,sarcastic,1
I was getting off the skii lift today and this dude bumped into me and goes “oh i’m sorry little guy” ?????? Im literally 20. Also a girl,not-sarcastic,0
"@BuzzPatterson I think in part we're misreading some of these antics.  He's a supremely narcissistic Pol, and as such he feels he can do just about anything, and act just about any way he likes.  He's tone deaf, and it's not a new habit!",not-sarcastic,0
i have this really good looking kimchi ramen but no bowl to put it in 😡😡😡,not-sarcastic,0
"my favorite thing in the world is turning on another reality show &amp; having katie and joey be like ""this is the dumbest shit i've ever fucking seen"" and then a week later they're 40 episodes deep yelling at the tv😌 my job here is done. we got em again boys",not-sarcastic,0
"""@elliekonsker: if u wear heels to school i have a few questions: 1. why"" ask some of the salcc girls",not-sarcastic,0
"our lord and savior, frank ocean, has saved us all once again.",sarcastic,1
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,sarcastic,1
"@marcorubio @SecDef What’s more embarrassing is how terrible Florida is doing with containing COVID-19. An utter disgrace.  Wearing a mask to protect yourself and others is not embarrassing, it’s leadership.",not-sarcastic,0
"Watching Vivo at 4.30 for first time, my 6 year old already knows the soundtrack as she loves @Lin_Manuel I'm pretty impressed!",not-sarcastic,0
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",sarcastic,1
Of course I was going to spend my birthday desperately trying not to poo myself,not-sarcastic,0
i miss classes being online 😵‍💫,not-sarcastic,0
'but that's different' is never a valid argument,not-sarcastic,0
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,sarcastic,1
By the way Rutgers furloughed their emergency services workers but not the athletic trainers or police. Make it make sense.,not-sarcastic,0
"@favourite_uncle @town_chocolate @a_genz_elder @dickimaa @mikeduncan Civ 2 gave us Alpha Centauri, and that’s the pinnacle of the series there",not-sarcastic,0
I was today years old when I learned what Ricky Martin looks like.,not-sarcastic,0
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",sarcastic,1
@radiox After I hurt my back I found out I'd been getting out of bed wrong. I'd literally be better off staying in bed,not-sarcastic,0
Keanu reeves is killing his role in ozark season 3,sarcastic,1
I hate you so much @Eagles,sarcastic,1
@samdylanfinch Feelings of shame or being out of place linked with both undiagnosed ADHD and being in the closet/facing homophobia.,not-sarcastic,0
"i no longer sympathize with college students and finals. been there done that, ive done worse",not-sarcastic,0
Congratulations Jayden. A worthy winner of the award and a bright future ahead of you. https://t.co/iBM0FAIjcp,not-sarcastic,0
how has jennifer garner literally not aged #yesday,not-sarcastic,0
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",sarcastic,1
@dailystar Wake up babe new bladee,not-sarcastic,0
grimes was the vibe for this evening,not-sarcastic,0
Nothing but respect to the people in my neighborhood who are already putting out their Halloween 🎃 decorations,not-sarcastic,0
@claire_seiler THIS IS AMAZING,not-sarcastic,0
"Dora: Where do we go next?
Avery: I ALREADY TOLD YOU, THE TALL MOUNTAIN!! *groans in frustration at Dora's Alzheimer's*",not-sarcastic,0
if i saw a capybara in person id probably throw up,sarcastic,1
@devisridhar Do you know of any good chippies in the Crewe area?,sarcastic,1
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,sarcastic,1
"Why does the commentator keep calling Adrian, Alisson?",not-sarcastic,0
No longer a female as I refuse to wear heels ever again,sarcastic,1
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",sarcastic,1
is this an earthquake because i am shook right now,sarcastic,1
who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,sarcastic,1
@CLBIsA10 @ItsGinjaNinja_ hes fucking horrible,not-sarcastic,0
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",sarcastic,1
OT OT,not-sarcastic,0
Can’t wait for those $2000 checks to go out immediately,sarcastic,1
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",sarcastic,1
Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,sarcastic,1
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,sarcastic,1
A huge thank you to the @NRoboteers Twitter team for keeping us all up to date on your progress - it's been really appreciated by those of us who weren't able to join you.,not-sarcastic,0
Life is always a little better when you are slightly obsessed with a Netflix show,not-sarcastic,0
The @theAJpub is open again @gpollakis 👀,not-sarcastic,0
Most people have security cameras for protection. Ours acts as a DVR,sarcastic,1
Trader Joe’s orange chicken is lowkey better than the orange chicken at most Seattle area Chinese restaurants,not-sarcastic,0
dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,sarcastic,1
Love a good cry 👌🏻,sarcastic,1
cant believe im missing silvacre kiss bcos of seeing anna &amp; chris in constellations😭,not-sarcastic,0
Whoop diddy scoop poop,sarcastic,1
New Girl makes me so happy,not-sarcastic,0
FUCK JACOB FREY,not-sarcastic,0
As a kid I definitely thought I’d come into contact with quick sand way more than I have,not-sarcastic,0
"Investing doesn’t need to be complicated. Invest in a low cost global index fund or ETF over the long-term, have PAYtience and watch your money grow!",not-sarcastic,0
Both doors to my house were open for a bit today and neither cat used the chance to escape 🥺 I think they really love us,not-sarcastic,0
"Casually looking at the 06Z forecast it seems that the 'previous UKMO forecast interpolated ahead (6hr)' and the 'U.S. Navy COAMPS-TC model forecast interpolated ahead (6hr)' models have been smoking something. 🤔

#Hurricane #Larry #WXGeek #WXTwitter",not-sarcastic,0
Coronavirus looking at everyone going outside on their snaps https://t.co/cNClGKs2LT,not-sarcastic,0
my fucking dog is a NIGHTMARE,not-sarcastic,0
2 x sand eating toddlers for sale. No previous owners. DM for details x,sarcastic,1
I'm not really in favour of gun control at all but I find it incredibly interesting that Americans on both the far left and the right will often use the necessity of defending yourself against an oppressive state as the reason for maintaining free access to firearms. 1/2,not-sarcastic,0
"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",sarcastic,1
Today was a good day 😌 I am happy,not-sarcastic,0
like this if you own a gray bath mat I’m tryna see something,not-sarcastic,0
Just got off the phone with the human trafficking network again. The woman on the phone was super nice and loved my usual one liner antics. ♡,not-sarcastic,0
Need a new job 🙄,not-sarcastic,0
"Seeing as Kanye West has a range of clothing with Gap, how about me and you do a collab @FandFclothing",sarcastic,1
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,sarcastic,1
did you actually fly on a plane if you didn’t post a picture of the view from your window?,sarcastic,1
Can some good tv writer remake FlashForward and do it good please,not-sarcastic,0
Replace Pelosi #Nancy,not-sarcastic,0
"Here’s the situation, DO WHATEVER MAKES YOUR HEART HAPPY!!! 

You’re going to die one day dang it. 

At least do all the things you wanted to before you leave!!",not-sarcastic,0
"Can't believe I'm missing the Euro finals! But hey, at least I'll be on a plane to Menorca! 😀",not-sarcastic,0
besties i may have flooded my bathroom with an inch of water,not-sarcastic,0
i’m still confused why 11 isn’t pronounced onety one 🤨,not-sarcastic,0
"this Brazilian dude always likes my pictures on instagram, nothing more, and honestly he’s a pretty welcome presence on my account",not-sarcastic,0
"I’m normally trashed when I make my friends deadly drinks, seeing the effects while sober I do not know why they continue to have me make them drinks.",not-sarcastic,0
When I see your face there's not a thing that I would change,not-sarcastic,0
"@duluxuk @SpursOfficial Don't apologise for the good tweet, Dulux",not-sarcastic,0
"@beesmygod_ the people who are going ""yeah well The Assault Man said he didn't assault her so she's a liar"" are making ME crazier just from exposure",not-sarcastic,0
our new neighbours told macauley their names and a couple of peoples names on the street and all he remembered was the name of the cat and dog 🙄😂,not-sarcastic,0
drop some creative fun instagram captions???,not-sarcastic,0
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,sarcastic,1
"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",sarcastic,1
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,sarcastic,1
the thought of one of my siblings getting my room when i go to uni makes me sad af😔,not-sarcastic,0
2 busy working 2 care,sarcastic,1
Baffles me as to why ANY retailers still use Hermes as their chosen courier 😑,not-sarcastic,0
I have more fun with my parents and boyfriend than anyone else. Is this old age?,not-sarcastic,0
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,sarcastic,1
"A president who acknowledges the existence of systemic racism, climate change, trans lives, science - this gives me hope.",not-sarcastic,0
denmann brushes r so therapeutic to clean,not-sarcastic,0
The amount of McDonald’s Diet Coke’s I’ve purchased in the past week is embarrassing,not-sarcastic,0
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,sarcastic,1
i’ve had more interesting conversations w my wall but alright,sarcastic,1
I hate this guy so much https://t.co/lHPKXjNLL4,not-sarcastic,0
Ugh I have fruit flies around my basil plant so am attempting to drown them with apple cider vinegar.,not-sarcastic,0
I’ve decided that I’m ready for the Schrute Farms offshoot show now.,not-sarcastic,0
i love ingesting poison and then wondering why my tummy is rumbling the next morning,sarcastic,1
my body is really out here sabotaging me bc i have to pee whenever im nervous so i just spend hours in the bathroom insteading of studying for finals smh,not-sarcastic,0
Lol i actually realized that I’ve justified not working out for the past three months by telling myself that my hair was too short to fit in a ponytail.,not-sarcastic,0
I do not understand deku’s fa jin quirk,not-sarcastic,0
"i really do genuinely wish him a good and fast recovery. he used to bring me a lot of comfort. he’s young and said he’s getting good care, but it’s so traumatic and awful i really hope he’s doing alright.",not-sarcastic,0
"According to my road rage, the word of the day is asshat",sarcastic,1
"Focus on the goals you’ve set and celebrate how far you’ve come since then. Rather big or small, be happy for yourself that you’ve accomplished something! #igotoutofmypjstoday #InternationalSelfCareDay",not-sarcastic,0
my contact just ripped in my eye ok,not-sarcastic,0
i love the word junction,not-sarcastic,0
"this sounds about right.  fuck you, kemp.
with your grimey ass. https://t.co/j1AfhaxDNa",not-sarcastic,0
10/10 reading my yearbook will always cheer me up,not-sarcastic,0
i am slightly allergic to celery but i bought a 2.5 pound bag so i gotta eat it. taste good tho,not-sarcastic,0
"What a day, a massive 5* review for our tiny independant shipping container restaurant. Thanks to the friends and family who have supported us along the way, my co-pilot (and boss) @wilolu2k2 and of course @taniaballantine @timeoutlondon for the kind wor… https://t.co/1vqoUTJpUt https://t.co/SXyL07NCAH",not-sarcastic,0
Searching for Pokemon later because I hate myself haha !!!,sarcastic,1
If someone's not willing to fight for you then they don't deserve to be kept around #moveon,not-sarcastic,0
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,sarcastic,1
ackley bridge series 3 really has no chill,not-sarcastic,0
Nandos I don’t believe you. Something   has happened behind closed doors!!!,not-sarcastic,0
Every year I watch Soccer Aid and I always forget that Mark Wright is an actually good footballer,not-sarcastic,0
"I know I'm not the only person who feels uneasy seeing people hug, shake hands, pat each other on the back, peck each other on the cheek and more (😳) on any telly programme these days.

Actually, not uneasy - horrified. 😷 #SocialDistancing",not-sarcastic,0
"Even though my mom has to work a 12 hr shift today, I'm thankful she's happy with what she does and that she is doing what she needs to do in order to care for her children. She is the strongest and most important woman in my life. Without her, I am nothing.",not-sarcastic,0
"@Davret1 @RepCori @sam_a_bell that’s how things like this get so bad. if everyone says it’s not their problem and nobody actually does anything about it, nothing does happen. the us government can use the fed to take action, and it should— even if it’s not their “job” officially",not-sarcastic,0
Love Frank Oceans new album👌🏻,not-sarcastic,0
the way piers morgan defenders will say that freedom of speech is dead as if piers didn’t have the freedom to spout nonsense about meghan markle for years. i’m afraid what he’s experiencing now are these little things called consequences 🙄🙄 #piersmorgan,not-sarcastic,0
"to be completely honest, my ego is MASSIVE and i’m not even sorry abt it :))",not-sarcastic,0
Tinnitus is my favourite thing ever I love it. So loud so atmospheric https://t.co/mNJw5GvPzy,sarcastic,1
"Conservatives really are the scum of the earth, no one can convince me otherwise",not-sarcastic,0
Ayeee it’s officially “I’m not even your girl” season 😛,sarcastic,1
"@SaraMartnezW @xXDevilSeijiXx There is also one apparent love-triangle-ish situation early on involving the main character - just a heads-up that that's *not* the one you're looking for! (I think it's not a spoiler to say that it gets resolved more traditionally, though also satisfyingly.)",not-sarcastic,0
Holby City had me gripped! Best. Episode. Ever.,not-sarcastic,0
@_Priya_R @ZebrafishRock Have you tried Steve Wilson at UCL?,not-sarcastic,0
Trying to meet my friend and she’s literally lost in John Lewis omg,not-sarcastic,0
"""You think you're better than us because you're vaccinated??"" Uh, yeah, yeah I do",not-sarcastic,0
"New heated socks review! Are they any good? Find out for yourself :)
https://t.co/FQ2WHrYwd2 https://t.co/mNjWOUhhTu",not-sarcastic,0
"I swear never have a conversation with your man about getting engaged, getting married or having kids because you’ll never get the answer😂🤦🏼‍♀️",not-sarcastic,0
Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,sarcastic,1
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,sarcastic,1
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,sarcastic,1
centipede just ran across my bed while i was in it. knocked a year off of my life expectancy for sure.,not-sarcastic,0
So now that thats over how’s your day going guys?,not-sarcastic,0
me and rachel are sitting in mcdonald’s talking about how we spend too much money on food and as the guy at the table behind us is leaving he lays down $10 and says have a great day and walked out i’m crying,not-sarcastic,0
"@CBoyForeman @RaleighBikes_UK @MadnessNews I had an orange one! Around the same time as you as well, great memories.",not-sarcastic,0
"The people who throw around the term “snowflake” as an insult are, in fact, the biggest snowflakes. Looking at you @realDonaldTrump",not-sarcastic,0
i love 6 hour panic attacks,sarcastic,1
my friends supporting my little business has to be the most heartwarming thing🥺 so lucky,not-sarcastic,0
"My first tweet! Hello twitter, let's see what you can do... #newbie",not-sarcastic,0
When I grow up I wanna be a sociopath,sarcastic,1
Social Care for the young is basically a bath board and bed rest and your done.,sarcastic,1
Joe Biden &amp; I are both Irish-Catholics who grew up in Scranton,not-sarcastic,0
wish i could understand string theory without knowing math..... alas i guess i am too hot for conceptual physics,sarcastic,1
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,sarcastic,1
"@nypost Since going keto, I haven't had sunburn, and I haven't used sunscreen either.  Also, since losing weight, when all my obese friends are sweating their nuts off, I seem to have a high heat tolerance.  One of many surprising benefits of a low carb lifestyle.",not-sarcastic,0
Bernie Sanders is the greatest president America will never have.,not-sarcastic,0
Andre 3000 is too good for any of this shit,not-sarcastic,0
there's so much going on in the world right now and i'm fucking appalled,not-sarcastic,0
@HawleyMO Please DO YOUR JOB or resign.  Enough is enough.,not-sarcastic,0
Just download the Researcher app - if anyone has tips please let me know 🙏,not-sarcastic,0
So sad to hear about Sarah Harding. Life is way too short ❤️,not-sarcastic,0
Shout-out to whoever invented watermelons.,not-sarcastic,0
How do I tell my wawa they’ve had mocha mint (🤮) in the regular ice coffee slot for two months,not-sarcastic,0
Friday Night Dinners will never be the same. So sad. #PaulRitter,not-sarcastic,0
hi,not-sarcastic,0
"hi, I’m doing my first fieldwork in assistive tech and I’m soooo!!! excited!!!",not-sarcastic,0
He has made everything beautiful in its time,not-sarcastic,0
simping for guys that don’t even know you exist is a different type of heart break😔,not-sarcastic,0
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",sarcastic,1
The new album by @kylieminogue  has put me in a good mood. #DISCO,not-sarcastic,0
"idk who needs to hear this, but you can let yourself cough while smoking weed. If your friends make fun of you for it, they’re just inexperienced &amp; immature. Thanks for coming to my Ted Talk",not-sarcastic,0
"Today's the day, last to chance to sign to show support https://t.co/MsgaINJPVj",not-sarcastic,0
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",sarcastic,1
"Excited to present some research, listen to some studies and learn some stats at the #PsyPAG2021 conference :)",not-sarcastic,0
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,sarcastic,1
"@MI37867601 @Christo66412045 @FIimdog @UpTheVile @JoPSmith25 @NewsForAllUK @DailyMirror I don't think they did, but I could be wrong. Jon Ronson interviewed a guest booker for the Jeremy Kyle show for his book, The Psychopath Test. There's a short exerpt of it here. It paints an ugly picture of how these guests were viewed and manipulated: https://t.co/EnbNS2xYWZ",not-sarcastic,0
@Rindian1st @FlyingCryptos Yes please let us know. I am interested in buying some LTC,not-sarcastic,0
recently started highlighting,not-sarcastic,0
Why’s Netflix taken Mock the Week off I’m so upset 😭😭😭,not-sarcastic,0
In '04 my parents had to D R A G me to see Napoleon Dynamite in theatres cause i thought it would be a boring flick abt Napoleon Boneparte,not-sarcastic,0
"@JohnRMoffitt @JMPeck69 @txswede2010 ""We are all connected""",not-sarcastic,0
Just had my windows cleaned and I feel posh lmao,not-sarcastic,0
Haven't been on this twitter in forever!,not-sarcastic,0
"cannot believe i was at an actual gig tonight and now i’m on my way to an actual nightclub, truly feel like me again i am thriving",not-sarcastic,0
not asda having only one checkout lane open i’ve been standing in this line for like 20 minutes with my food slowly defrosting without people social distancing around me 💀💀💀 @AsdaServiceTeam,not-sarcastic,0
Got my xqc hoodie and signed card a few days ago. Feelsgoodman. https://t.co/FT47oJE1Mr,not-sarcastic,0
Just ordered vegan pizza and garlic bread from a place I’ve never been to before. I’m excited.,not-sarcastic,0
POV you walk into my room at 2am and I'm crawling around on all fours because someone on TikTok did it and had super buff arms,not-sarcastic,0
I wanna hurry up and get my 2nd dose of the vaccine😖😖 2 more weeks😢,not-sarcastic,0
trying to watch narnia and nathan and michael are fully sat here trying to figure out how the time zones between narnia and earth work,not-sarcastic,0
I love me some cupcakes! Especially Sprinkles. #CupcakeATM http://t.co/TPA7ZM8Nsf,not-sarcastic,0
@PONOS_EN All I want for Christmas is Fate Collab Rerun in 2021. Alongside Blu ray release?,not-sarcastic,0
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,sarcastic,1
"As colleges begin making fall re-opening announcments, remember that if your school is reopening this fall, it's not because it's suddenly safe or the pandemic is over. 

It's because they want your money.",not-sarcastic,0
@ichazevinci Imagine being allergic to sunlight and thinking you're God's favorite. 😏,not-sarcastic,0
Hell of a last second decision by Hooker!,not-sarcastic,0
The Fourth of July is my favorite holiday for as long as the Nathan’s Hot Dog contest takes then the appeal dissipates.,not-sarcastic,0
Totall Carloss... #WTF1 @_aarava https://t.co/p70GOaCLyS,not-sarcastic,0
tyler the creator is really good.,not-sarcastic,0
Maybe if I watched suits in year 12 I’d be studying law rn,sarcastic,1
Married At First Sight: Australia is soooo juicy this season,not-sarcastic,0
growing up is praying to ur childhood dog instead of god,not-sarcastic,0
going to be running on three hours of sleep at work tonight! so excited!!!,sarcastic,1
my mission in life is to eventually own one of those life-size martini glasses that Dita Von Teese does burlesque with.,not-sarcastic,0
"Can media, press, and general dickheads stop spinning the narrative that it’s a women’s job to stay safe and vigilant when they have not experienced themselves how terrifying it is walking alone at any given time of the day? https://t.co/85yKt7Xngm",not-sarcastic,0
“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,sarcastic,1
in desperate need of (and I can NOT stress this enough) spring break,not-sarcastic,0
Overheard a girl on the bus say she makes a cheesecake any time she’s bored and I just wanna be her friend now,not-sarcastic,0
This is the XI I think should start against Russia at Euro 2016. Who would you pick? https://t.co/I6ksBPd2Ty #MyEnglandXI via @bbcsport,not-sarcastic,0
"USA is turning into the 40-something uncle who turns up to the wedding reception, gets drunk &amp; takes the mic from the band to sing Sweet Caroline, but gets all the words wrong.

Highly entertaining but a total fucking train wreck that you’re glad you don’t have to see more often.",not-sarcastic,0
notion please add an annotation tool…I love u so much but the run arounds I gotta do for annotations are insane 😭😭,not-sarcastic,0
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",sarcastic,1
"I was getting overwhelmed like ""I have so much to do idk where to start"" but then I remembered that doing something was better than doing nothing so I just started doing something and I think that was really responsible of me",not-sarcastic,0
I'm glad I'm vacationing in a state where I can wear my shades the entire time without people questioning it,not-sarcastic,0
Pharmacy Benefit Managers are the first line of defense against rising drug costs. Unnecessary and burdensome government regulations make it harder for them to save you money. @WiltonSimpson @ChrisSprowls,not-sarcastic,0
@StarbucksUK is it acceptable for students to study in your stores? what are the general rules? thank you!,not-sarcastic,0
"Finally got new contacts which means I finally plucked my eyebrows for the first time since Laila was born (or, lets be honest, well before she was born).",not-sarcastic,0
if you display your pop funkos in the box then you’re a tory,sarcastic,1
i want grilled cheese but i dont wanna be shittin and fartin,not-sarcastic,0
"When the fast food cashier says ""come back again!"" and you reply ""you, too!"" #LetsMakeItAwkward",not-sarcastic,0
somebody tell these birds to be quiet because they not listening to me,sarcastic,1
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,sarcastic,1
Nothing quite says “back to work January blues” like pouring soup into a microwaveable vessel ready to take to work in the morning 🙃,not-sarcastic,0
Another great day in the office! Happy to be working with @HeyItsEbb and @Sicarius_Matt #softwaredevelopment #webdevelopment #Motivated #tech #Businesses https://t.co/h59QAZ7sEG,not-sarcastic,0
Just at work listening to podcasts while unloading soda syrup boxes like the cultured blue collar worker I am.,not-sarcastic,0
$4.55 now I’m a liar $VISL,not-sarcastic,0
Christmas sucked. Didn't get the heelys I wanted so how am I supposed get these ladies to swoon.,not-sarcastic,0
Ahhh I get to listen to a cement mixer all day. Awesome.,sarcastic,1
Today my little lady started school-how on earth did that happen? #FirstDayofSchool,not-sarcastic,0
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",sarcastic,1
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,sarcastic,1
Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,sarcastic,1
Animaniacs on netflix! Amazing!,not-sarcastic,0
Reina when we first put on her Halloween costume vs when we started saying how cute she was: https://t.co/nK6HAD8scD,not-sarcastic,0
How do I stop thinking literally everything is corny ??,not-sarcastic,0
"Kings of Leon. Sex on Fire. 

That’s it. That’s the whole tweet.",not-sarcastic,0
"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up",not-sarcastic,0
Bristol is absolutely littered with students!! Glad I never was one🙈,sarcastic,1
Spanish farmers block traffic with tractors to demand fair prices for producers https://t.co/2LzU6m7Yxx,not-sarcastic,0
"Your family just escaped war, bloodshed, and devastation. #Trump's bigotry sent you back to face persecution. #US https://t.co/CFogfvsQjn",not-sarcastic,0
Today Rob told me that they have a room in the NICU with so many babies with MRSA that they started calling it the MRSAry.,not-sarcastic,0
spaghetti bolognese isn’t the same without garlic bread,not-sarcastic,0
"@Mr_M_Dent This unlocked a series of deeply-buried childhood memories... yep, you can definitely tell whose jumper is whose by smell.",not-sarcastic,0
Ever had one of those weeks where each day brings a new problem to deal with n it stresses you to the limit😩,not-sarcastic,0
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",sarcastic,1
I haven’t used snap in so long and my short attention span/short term memory can’t keep track of what we’re talking about 😩,not-sarcastic,0
as much as i love ginny and Georgia i hate that once again a girl only learns to masturbate bc some creep dude said to. I hate cliches,not-sarcastic,0
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,sarcastic,1
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,sarcastic,1
"I can't tell if my professors keep skipping/delaying Introductions because grad school is so serious and important that you have to immediately dive into material, or if because classes at AU haven't been in-person in two years all the profs are majorly disoriented",not-sarcastic,0
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,sarcastic,1
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",sarcastic,1
went to a conference room for one of my art history classes and it was like the last supper of queers bc we all decided to sit next to each other,not-sarcastic,0
Kyle is out of town so i made a baked ziti and ate it out of the pan and watched the first three Twilight movies last night,not-sarcastic,0
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,sarcastic,1
